advertising_spend,social_media_engagement,website_visits,customer_satisfaction,competitor_price,sales_revenue,high_revenue
114.90142459033697,70.99033154879004,797.4465175076855,3.0460962210613047,41.36506395035066,9152.480635954593,0
95.85207096486447,63.869505243691535,956.6443987853446,3.569807494610249,49.68796511060916,9093.171783232292,0
119.43065614302077,50.89445554880261,762.2740237000116,3.793197233289178,50.18016872044446,6408.71365473997,0
145.69089569224076,40.295948334416394,907.611541108288,4.943843828670095,54.72630345843406,9339.819616597126,0
92.97539875829992,60.47334970420385,431.9155999138643,4.278276562266879,36.331416367191736,11465.65816364349,1
92.97589129152459,55.90228078132624,1063.9881122118816,3.3322592154500543,55.92567273847331,7451.5357618464095,0
147.37638446522175,63.42789830041598,1000.3616426086672,4.243018144708818,22.95608368397225,12096.965302101185,1
123.02304187458726,59.52757702522954,754.8734106795428,3.2263480055308174,43.70115447636189,10975.549642168677,1
85.91576842195144,65.74329072979003,1197.7737005297215,4.5413455269435365,45.117261575484555,8531.533356057924,0
116.27680130757894,41.97147182659148,1281.2710412879676,3.764437674091061,56.33326826071239,9716.940725324304,0
86.09746921562613,69.76091098451488,517.7320406893077,3.9531819056304145,50.22630852676869,13196.643615282066,1
86.0281073928923,52.96399407038599,771.1825664301357,4.6628983237710955,35.944369461437134,11467.095627011731,1
107.25886814698103,81.12891308937898,769.2572950638105,3.3564182157078752,40.15006874182985,10017.567309796295,1
42.601592660266064,39.66218272865648,718.0290696673405,3.3014409074435043,51.98680009547407,9524.633366078031,0
48.252465024609016,76.03945704747875,1248.8424525795244,3.7082003368269976,49.20932658135444,10153.21814090332,1
83.13137412277082,52.96866175193972,941.8521583681589,4.5191894255096585,44.20875890364253,8976.472884115394,0
69.61506638996728,40.22872994578327,920.6455476068168,3.240326962261579,45.19166210488021,5790.500988561971,0
109.42741997785822,42.741712489185176,398.8412906779739,2.5839222009447154,56.961679971592886,14084.355821069461,1
72.75927773436368,45.1947903770852,1190.6254090627679,3.7744205707955008,44.82307427130785,10310.649998398803,1
57.63088895994125,56.36248919602875,628.2224815439582,4.27587039995546,49.119087559709264,10796.294530245073,1
143.96946306764661,57.84253232053249,1017.9797890798985,4.600130874869414,71.69936588080543,9884.184500246183,0
93.22671098540393,41.394499940921314,1083.2130813874576,3.7684193189573003,35.76317363116077,8529.766398550824,0
102.02584614063771,49.634681116085254,1408.1975787515953,3.794286696441999,31.481572684253415,9628.151038102458,0
57.257554413596296,82.13405537917795,607.3538802642663,4.576950367127874,57.83589664798607,6801.210475611378,0
83.66851826424451,75.91314755151066,94.14635325375241,3.0651291501522895,43.21356938705897,14554.172996106608,1
103.32767769129599,56.54485504511048,1055.1548634261085,3.8057396124084955,46.8176247225738,7530.976003155208,0
65.47019267733091,50.570052172523006,1540.153354453256,4.095211944962529,42.18843621868886,7936.067432305641,0
111.27094055037016,51.80046990077392,1371.6839058818312,4.224609360642517,47.40199859232487,9119.481591227199,0
81.98083930243585,59.20276959095625,1062.8978245823878,3.7450966534045587,65.98538112096341,12576.151449704756,1
91.2491875062017,34.658111522023916,852.5091443103858,4.0172205058529205,58.021284586181196,10029.017998525309,1
81.9488016331181,46.139351938649824,1242.136778991193,2.7558363232935053,58.62223511886977,7527.728407939076,0
155.56834553526812,24.97123889183616,707.9361400886594,3.670875793833076,35.837729442073545,12508.67672151468,1
99.59508325786199,55.98834683907919,1142.9073308068657,4.226754356277234,38.488462634471304,11462.001253570963,1
68.26867213132299,59.707939095541114,1151.641047749988,3.5088529828726602,21.60921340514573,11076.869914432904,1
124.67634736309567,42.75220306550939,1318.062972249664,4.0294921107947985,41.90619178917246,11431.468482341681,1
63.374690500869335,73.6098014493505,1827.8980116733233,4.223436250401349,59.567031863856585,14788.723801164902,1
106.26590785014267,31.613515054964882,1117.72479015363,3.8287253995711175,55.16946515748371,14370.189790072225,1
41.20989628360673,28.034376796852698,847.3109122877504,4.085231885498286,47.784867370478764,8626.56931399341,0
60.154418533047085,53.36677727839958,992.3277063424017,3.518633717357694,49.77699716281947,13247.769985622304,1
105.90583707607371,65.70647453918232,469.2772285332645,3.896694360151977,43.11114457424594,10766.336379517801,1
122.1539973998623,75.25891537186803,791.5860606732825,4.305108084794611,52.04758882401784,10998.191632275499,1
105.14104843569912,43.1167360569659,877.2152685660687,4.078486480484217,57.65878279480615,6615.458336713343,0
96.53055152835279,66.18021250146944,842.7734806196222,3.7067343652180322,33.84113212589527,9659.228469223608,0
90.96688913232134,49.422372957489394,1045.7064616101165,4.1121082021453965,52.99647687837348,8374.35281932687,0
55.644340288977176,47.41059050088771,753.2740202853398,4.357304895318309,59.32434870954667,11656.117629786619,1
78.40467374815874,63.25489906230008,1336.3092001973414,2.975029360711261,45.848997110366305,12142.16100080561,1
86.18083687120638,59.78484317620129,1000.0621194754591,4.5795370324779485,57.00700612120583,5851.027297967377,0
131.71366678656747,26.354117645236258,997.2099036584157,3.831872630659464,78.14654444472552,9955.93027199146,1
110.30854868705384,72.14810524588844,901.6315850461247,4.212744966620115,48.95657207013108,12243.723009588504,1
47.10879533911798,70.70137031221176,1046.5572051576937,4.598623461822614,53.93307050005323,9626.64207537311,0
109.72251908184384,40.61655947735706,1247.5294794002905,3.314163151384767,42.61942916338609,11458.12729000473,1
88.4475315875105,55.93705300156114,739.86093528673,3.645279498786227,51.8125116260205,10702.330935254167,1
79.69233999082124,57.41045279424108,802.565053277423,3.8557256520621475,54.60271624982304,10683.320463905253,1
118.35028866522603,53.910106487358604,908.8821913670006,3.608123239437786,51.94842340270138,9457.370043863404,0
130.92998567487854,41.7454226923187,596.2387229580355,4.867468287918404,39.80304680291143,7566.838391728581,0
127.93840357348596,39.92564948092922,754.2226420835507,3.5716139530866036,52.06361771325451,7756.939705149945,0
74.82347430332084,49.61668893512832,857.1337379366023,3.7222266102565666,64.62195938717636,11418.705028910634,1
90.72362872446357,67.59093528889048,1262.3167542138183,4.1021945158014885,54.486357645145276,10038.916511037767,1
109.93790294210692,58.15400231891648,1078.7683987005776,3.3989252369619556,59.619871890718414,9722.97551078555,0
129.26635381367078,44.44078501870841,1058.0769734102632,3.802159644121868,47.629880299873726,9152.219915355296,0
85.6247728646413,61.57548065972517,1255.2693886503916,4.158726630625088,57.4990023942371,9389.622309038496,0
94.43023070008549,7.27186069054887,958.788463480181,3.833569797808744,52.792678382165256,12093.823588976278,1
66.80995077981916,67.23148550558156,1117.139454978667,3.953306570550026,40.49089270312768,9329.511836263946,0
64.11380127757988,23.904293318328506,969.0334741202512,3.7353339437758146,53.18521004798875,7317.870573396863,0
124.37577467182594,44.563385878953014,1079.6087048198885,3.2427648454096163,40.0830333655969,11487.303551080346,1
