feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
-5.351838380757217,-1.1169932547429517,-0.5553155595263148,-0.16522348337762494,-5.046917592701815,-0.3044372840045192,-5.521472286815823,-0.19041557991116032,-0.34606442130404513,0.7697792081744624,0.4393868560123637,3.1255232588192357,-0.25108580038968387,-1.1939762009951371,-0.35634876761318346,-0.7416141781251935,-1.385128781305918,1.9915732363794634,0.7705848173345968,-1.0614166537507694,0
0.32713271737903515,1.358252854278311,0.984319540843555,-0.9211338329882717,5.88816916544868,1.1288745432829619,-2.7925597255748844,-1.266884105129636,-4.555697484434358,-4.450254371571653,-0.6159211150620592,5.029424566019178,0.1346675316813892,-2.471829017249623,1.498906415658737,0.8451095811323855,1.8365631340379855,-0.4308522786650807,2.6278388883231516,4.912051136644913,0
-9.117137473559835,3.418523471005122,0.39102440780405207,-2.9819899387323012,-1.702768401431391,1.2301695237795824,-12.213225943231732,-0.8999008402167398,-0.35762282660394207,2.1736117474470324,-3.7779795080344445,4.3843558424554425,2.416383005968485,-1.4370680234339583,0.9136685845820662,2.9426832620253602,-1.0482509316832542,1.632381782430656,-2.164797525845156,-8.010967464991879,1
3.3801191042206975,-1.2287468731857656,0.14647389091567023,-1.7551039255967447,1.9597993217188039,2.5956856153552206,8.750296758002936,0.4091748769098198,0.7352079583130364,-0.21370395425437405,-0.5990921612805761,-3.1799582663399533,0.010517752416798568,0.4039347716326229,-4.399428805485441,-0.9306217515738207,-2.5442060055389404,-3.692828475880362,2.7948745342248498,-6.522738920717423,0
-7.645382806514466,0.9288268843505026,0.1617715679800929,-1.0278078841895715,-5.1034308718858155,2.324396741841208,-8.047506235390859,-0.9154282335039315,0.9882690830106893,-2.0239338717292674,-3.2614583010186986,0.4726086924991576,0.9987255092471822,1.4059789192747045,2.2514023894158637,1.9097839476490506,-0.6946365927229203,0.9121486026246235,-3.220973342569363,-5.213143647987862,1
-4.615426987282238,0.9816221827494147,-0.2406257290765148,-1.4328654048682812,-4.590277281128669,1.806703119966841,5.3404241899196565,-0.5851327024897416,0.471297398723562,-0.054144282366828334,-1.8743773693331653,-2.4248468510673593,0.5042713927852461,4.077654114114443,-1.0407713519634119,-1.383429830909305,2.6465573724389553,-3.2117659811235475,4.340141122933309,-1.683997190839715,0
-4.679111636000856,1.6653796377312737,1.2669000489846158,0.015187996162960626,-0.6124757849461118,2.709746244091864,-8.573713034966,2.0177184642448402,-1.3125882497967942,0.868302796498398,-4.611951778691823,0.7106539340284792,-0.15602740103739124,-3.5102802022369386,2.7194732691340104,-1.0433195772796728,1.3709242456098916,-3.8430511620624928,-4.0441903759151625,3.278184782487978,1
-0.6155902485965067,0.20170590955843026,1.7282603315549414,2.9146842858462656,-1.1189862660013912,-0.7059968799955725,-4.750351372397531,4.830596707979901,0.8840641604352277,1.1610311620371916,-0.9634197347699225,-2.3710691168254856,0.03292251224817631,-2.5445060294761257,5.524472916110079,1.6748110486834005,-0.8821871452223462,-1.3103025618394524,0.06435631841491452,11.1755409593043,1
5.879428036872228,0.6104317529489864,-0.8401721081710976,3.849234268464354,1.6600702433793768,-6.73711537783938,25.07427677503708,-5.517044545426413,6.24942303677379,1.4405565282865687,-0.4028136247400338,-4.840274051160512,-0.90337951663657,-3.034054131944868,-2.666456905686342,8.138599110614699,1.0887708844775896,-2.7010256964699337,5.344264777192554,-3.9113944318949154,0
0.7585841231611963,3.0229728450120095,0.9868512543725318,1.505699941323705,-0.5956012885451112,2.6081405400660995,2.7264027800673207,-0.3325109427296994,3.4377240316781226,-1.0630317945901704,-0.9719309463310171,-2.1134855223273457,0.13363363338227172,2.61779285778383,1.913550571025787,2.0896504504463422,-2.179931810730243,1.2450554971772938,1.9463351109980276,-1.772704116176565,0
